,Favorite Count,Favorited ,Phone Type,Replied,Retweet Count,Retweeted,Screen Name ,Tweet Created At,Tweet Text,User Location,User Name 
27,0,False,Twitter for iPhone,None,0,False,IllgJilly,2020-03-01 15:09:13,"Carnival Cruises Enhance Coronavirus Screening, Issuing Full Refunds to Patients - TMZ https://t.co/hPmOudZo6f",,Jilly Illg
28,0,False,Twitter for Android,None,14,False,i_shakemyhead,2020-03-01 15:09:13,"RT @EpicFilmGuys: No statement about our show has ever been more correct. Kudos to Justin on this amazing art!

Movie reviews and news with…",Saskatoon SK 🇨🇦,I Shake My Head
29,0,False,Twitter for iPhone,None,0,False,the_fullcourt,2020-03-01 15:09:13,"All defensive teams/honorable mentions and talking about what makes a good defender!

@Double0AG @OrlandoMagic… https://t.co/TlFvjB9ilb","Toledo, OH",Mark Schindler
30,0,False,Twitter for iPhone,None,0,False,HEKsROCKS101091,2020-03-01 15:09:12,"At Least 5 Celebrities Are Trying to Make This Scary Trend a Thing - Who What Wear
If you’re gonna Neon as a staple… https://t.co/JA04Ym8IJJ","New York, USA",Hannah Klitsberg
31,0,False,Twitter for iPhone,None,99,False,Casj_Gavs,2020-03-01 15:09:12,"RT @aurelietshiama: If Apple made AirPods its own separate company, it would be on the bottom half of the Fortune 500 list",south ldn,Tyson
32,0,False,Twitter for Android,None,958,False,twizl_84,2020-03-01 15:09:12,"RT @SoVeryBritish: Two-word love stories:

Cancelled plans
Apple crumble
Half day
Chocolate orange
Empty carriage
Staying in
Free bar
Golde…",,Tara Webster
33,0,False,Twitter for iPhone,None,417,False,platinumkingj,2020-03-01 15:09:12,RT @RuPaul: LISTEN “I’m That Bitch” by RuPaul &amp; #DragRace Cast #iTunes https://t.co/ChhBkdg5g9,,kingTRON
34,0,False,Twitter for iPhone,None,279,False,wan_owusu,2020-03-01 15:09:11,RT @angeltownbaby: Sometimes you gotta say it how it is.....  https://t.co/i2GR1iKrJI,Ghana  🇬🇭🇳🇬🇸🇦🇩🇿Nigeria,Robert owusu wan🇬🇭💡
35,0,False,Twitter for Android,None,3194,False,isavega2017,2020-03-01 15:09:11,"RT @RealJamesWoods: “How groups are feathering illegals into the census to create more Democrat seats in Congress.” There, fixed it for you…",USA/CR,AmericanaQ🇺🇸
36,0,False,Twitter for iPhone,None,0,False,RitchieJodi,2020-03-01 15:09:11,Prince Andrew 'allowed Dancing On Ice star Caprice to sit on the Queen's throne during a Buckingham Palace date whe… https://t.co/0z7f2Efeb2,United States,MSM is Pravda 🐻
37,0,False,Twitter for Android,None,181,False,moonoonie,2020-03-01 15:09:11,"RT @hopeworldians: 2 years ago hobi @BTS_twt shared with us this masterpiece 💚  
Daydream MV: https://t.co/MKxX6I4C0k

Airplane MV: https:/…",moon 〰️ earth,sεℓ⁷s first love 🐱🎹
38,0,False,Twitter Web App,None,1052,False,C9Hker,2020-03-01 15:09:11,"RT @IngrahamAngle: Apple, Nike, Dell...time to leave China:  China's Uighur crackdown expands to forced work in factories, some supplying W…",,HkerC9
39,0,False,Twitter for Android,None,3426,False,JaNeSmeshnaja,2020-03-01 15:09:11,"RT @ygofficialblink: #BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL(Live)  
Now Available on @AppleMusic

https://t.co/zpTomOonHs

#블랙핑크 #INYOUR…",Latvija,🐍✦
40,0,False,Twitter for Android,None,2739,False,Jaebosxe,2020-03-01 15:09:11,RT @aurelietshiama: Apple made $8billion off airpods in just one year,"Lagos, Nigeria",J.
41,0,False,Twitter for iPhone,None,349,False,stephsetgood,2020-03-01 15:09:10,RT @aurelietshiama: What Apple did was sell a solution (airpods) to a problem they created (no 3.5mm jack),Philly,back door dh
42,0,False,Twitter for iPhone,None,0,False,_adryanna611,2020-03-01 15:09:10,Definitely learning how to play this guitar part. give me a few days  https://t.co/B0b24qXZ9k,southwest atlanta ,Adryanna ☺️
43,0,False,Twitter for Android,None,480,False,frdlrhman,2020-03-01 15:09:10,"RT @minheexo: I wanna see X1 members with their apple hair again, so they need to reboot asap &amp; win more awards!!

@x1official101
#불굴의원잇_릴레…",bumi manusia,fadil au yohangyul
44,0,False,scal.club,None,0,False,CoolDealCA,2020-03-01 15:09:10,"NEARLY SOLD OUT!!!!

Gen 2 #Apple #Airpods for $113!!!!!! 

-open box return with warranty #Deal #ganga… https://t.co/A05U5YzVg0",United States,CoolDeal
45,0,False,Twitter for Android,1234131562754662401,0,False,dayoisatuni,2020-03-01 15:09:09,"@BennyBenzzz I have but it is mainly gqom and kwaito 
https://t.co/jSAzfMWxSw",,Eggplant Amala Advocate
46,0,False,Twitter for Android,None,34,False,CyndiW100,2020-03-01 15:09:08,"RT @Bellatrixx2020: This in-depth article about ⁦@harrisonjaime⁩ talks about pre-Trump era Jaime. 

“This purity test—it’s a fictional, mad…","Alberta, Canada",Cyndi I am a Rat/60
47,0,False,Twitter for iPhone,None,0,False,Ceddy_Racks,2020-03-01 15:09:08,Confusing all the white ppl in the lobby with all Apple everything. A durag. And my 5 finger shoes. Lol,"Dallas, America",Sharon’s Only
48,0,False,SAM Broadcaster Cloud,None,0,False,revolutionxrad1,2020-03-01 15:09:08,#Socan #BMEMediaGroup Destroyer Of Worlds  by  Gravehuffer https://t.co/UWgGadfXpy   https://t.co/GAAETH3PwP https://t.co/k04xA4LhKd,"Ontario, Canada",RevolutionXradio
49,0,False,Twitter for Android,None,84,False,PolicEART9,2020-03-01 15:09:07,"RT @chartsladygaga: 🇺🇸 iTunes US — Songs:
 
#1. #StupidLove (=) *3 days at #1* https://t.co/s7OxtlzFll",Bsb,@PolicEART9
